web-scraper-order,web-scraper-start-url,document url,document url-href,Title,Date,Text body,Author
1743441393-11,https://cyberleninka.ru/search?q=%D0%9A%D0%B8%D0%B1%D0%B5%D1%80&page=1,ВЛИЯНИЕ КИБЕРЗАВИСИМОСТИ НА ЭМОЦИОНАЛЬНЫЙ ИНТЕЛЛЕКТ МЛАДШИХ ШКОЛЬНИКОВ,https://cyberleninka.ru/article/n/vliyanie-kiberzavisimosti-na-emotsionalnyy-intellekt-mladshih-shkolnikov,ВЛИЯНИЕ КИБЕРЗАВИСИМОСТИ НА ЭМОЦИОНАЛЬНЫЙ ИНТЕЛЛЕКТ МЛАДШИХ ШКОЛЬНИКОВ,2023,"Современный мир поставил перед психологами новую проблему - проблему зависимости от кибер-среды младших школьников. Статья посвящена процессу цифровизации, происходящему в обществе, который подразумевает быстрые изменения. В данной статье рассматривается ее негативное влияние на эмоциональный интеллект детей младшего школьного возраста.",Гусарова А.А.
1743441395-12,https://cyberleninka.ru/search?q=%D0%9A%D0%B8%D0%B1%D0%B5%D1%80&page=1,АСПЕКТЫ ВЛИЯНИЯ ЦИФРОВОЙ ТРАНСФОРМАЦИИ НА УСТОЙЧИВОСТЬ СОЦИО-ЭКОНОМИКО-КИБЕР-ФИЗИЧЕСКОЙ СИСТЕМЫ ИНДУСТРИИ 4.0,https://cyberleninka.ru/article/n/aspekty-vliyaniya-tsifrovoy-transformatsii-na-ustoychivost-sotsio-ekonomiko-kiber-fizicheskoy-sistemy-industrii-4-0,АСПЕКТЫ ВЛИЯНИЯ ЦИФРОВОЙ ТРАНСФОРМАЦИИ НА УСТОЙЧИВОСТЬ СОЦИО-ЭКОНОМИКО-КИБЕР-ФИЗИЧЕСКОЙ СИСТЕМЫ ИНДУСТРИИ 4.0,2023,"Статья посвящена состоянию и перспективам цифровой трансформации для инновационного устойчивого развития сельского хозяйства. Процесс цифровой трансформации предполагает три этапа – оцифровка, цифровизация и цифровая среда, которые оказывают влияние на экономические, социальные, технические, технологические процессы и отношения между ними. Междисциплинарный характер исследования цифровой трансформации позволяет исследовать различные аспекты, условия, факторы, перспективы влияния и взаимосвязи, прогнозы развития отраслей экономики и общества.",Р.Б. Шестаков
1743441398-13,https://cyberleninka.ru/search?q=%D0%9A%D0%B8%D0%B1%D0%B5%D1%80&page=1,ОСНОВНЫЕ ИНСТРУМЕНТЫ ОБЕСПЕЧЕНИЯ КИБЕРБЕЗОПАСНОСТИ НА ОБЩЕСТРАНОВОМ УРОВНЕ,https://cyberleninka.ru/article/n/osnovnye-instrumenty-obespecheniya-kiberbezopasnosti-na-obschestranovom-urovne,ОСНОВНЫЕ ИНСТРУМЕНТЫ ОБЕСПЕЧЕНИЯ КИБЕРБЕЗОПАСНОСТИ НА ОБЩЕСТРАНОВОМ УРОВНЕ,2023,"Безопасность — является одной из основных потребностей человека в иерархии потребностей Маслоу и, пока существует человек, она никуда не исчезнет. Сегодня люди требуют безопасности не только для себя, но и для своих данных. Именно поэтому в данной работе внимание уделено современным инструментам для обеспечения кибербезопасности, применяемым на общестрановом уровне, так как государство играет ключевую роль в борьбе с киберпреступниками и способно регулировать основные вопросы кибербезопасности.",Васильев А.В.
1743441400-14,https://cyberleninka.ru/search?q=%D0%9A%D0%B8%D0%B1%D0%B5%D1%80&page=1,КЛАССИФИКАЦИЯ УГРОЗ НАЦИОНАЛЬНОЙ БЕЗОПАСНОСТИ: ПРАВОВОЙ АСПЕКТ,https://cyberleninka.ru/article/n/klassifikatsiya-ugroz-natsionalnoy-bezopasnosti-pravovoy-aspekt,КЛАССИФИКАЦИЯ УГРОЗ НАЦИОНАЛЬНОЙ БЕЗОПАСНОСТИ: ПРАВОВОЙ АСПЕКТ,2022,"Необходимость обеспечения безопасности человека, общества и государства возникла с появлением каждого, из перечисленных институтов. Названные объекты являются одними из ключевых в системе правовой охраны. Вместе с тем, несмотря на длительность существования и огромную значимость, долгое время отсутствовала правовая терминология, способная обозначить основные категории рассматриваемых правовых институтов.",Кузьмин Е.О.
1743441403-15,https://cyberleninka.ru/search?q=%D0%9A%D0%B8%D0%B1%D0%B5%D1%80&page=1,НАУЧНО-ТЕХНОЛОГИЧЕСКОЕ РАЗВИТИЕ В МОДЕЛИ ЧУЧХЕЙСКОГО СОЦИАЛИЗМА,https://cyberleninka.ru/article/n/nauchno-tehnologicheskoe-razvitie-v-modeli-chuchheyskogo-sotsializma,НАУЧНО-ТЕХНОЛОГИЧЕСКОЕ РАЗВИТИЕ В МОДЕЛИ ЧУЧХЕЙСКОГО СОЦИАЛИЗМА,2023,"Все возрастающая геополитическая фрагментация стала новой реальностью для глобальной экономики. Международные санкции выступают в качестве главного инструмента политической, экономической и технологической дискриминации со стороны США и их союзников. В этих условиях подсанкционные страны вынуждены искать новые пути экономического развития, переходя на модели массового импортозамещения и технологического суверенитета. Руководствуясь принципом «Чучхе» (опорой на собственные силы) в государственной политике, Северная Корея последовательно и в приоритетном порядке поддерживала отечественную научно-технологическую сферу (до 2013 г. по большей части в сфере национальной обороны, а после – уже в рамках параллельного развития военного и гражданского секторов). Впечатляющие достижения военного-промышленного комплекса вызвали широкий общественный резонанс и стали предметом глубокой обеспокоенности для недружественных государств. Несмотря на то, что модернизация экономики в условиях, близких к технологической изоляции, проходит с большими трудностями, в отдельных отраслях удается достичь существенных успехов. В частности, КНДР преуспела в создании системы подготовки программистов и других специалистов в области информационных технологий. В дополнение к цифровой безопасности, страна, согласно ряду оценок, обрела значительный и стабильный, хотя и нелегальный источник пополнения бюджета.",Юревич Максим Андреевич
1743441406-16,https://cyberleninka.ru/search?q=%D0%9A%D0%B8%D0%B1%D0%B5%D1%80&page=1,ПРОБЛЕМЫ И РИСКИ ПРИМЕНЕНИЯ СКВОЗНЫХ ТЕХНОЛОГИЙ В БАНКАХ В ПЕРИОД ЦИФРОВОЙ ТРАНСФОРМАЦИИ,https://cyberleninka.ru/article/n/problemy-i-riski-primeneniya-skvoznyh-tehnologiy-v-bankah-v-period-tsifrovoy-transformatsii,ПРОБЛЕМЫ И РИСКИ ПРИМЕНЕНИЯ СКВОЗНЫХ ТЕХНОЛОГИЙ В БАНКАХ В ПЕРИОД ЦИФРОВОЙ ТРАНСФОРМАЦИИ,2023,"Применение сквозных технологий в деятельности банков началось более 5 лет назад, однако факторами развития и более активного их применения стали: ограничительные мероприятия во время распространения коронавирусной инфекции, переход на удаленный режим работы, введенные санкции в отношении России и др. Все эти изменения происходят непрерывно во времени и приводят как к положительным результатам, так и к отрицательным последствиям для всех участников образовательного процесса. Сквозные технологии позволяют ускорить многие банковские процессы, повысить лояльность существующих клиентов и привлечь новых, и как следствие повысить прибыльность и конкурентные позиции банков. Сегодня банки используют систему распределенного реестра, Big Date, виртуальную и дополненную реальность, искусственный интеллект, роботизацию. Однако их внедрение сопряжено с рядом проблем и рисков как со стороны самих банков, так и их клиентов. В статье выделены наиболее значимые проблемы и риски применения сквозных технологий в банковской деятельности: киберриски, мошенничества, создание неэффективных параллельных хранилищ данных информации, децентрализация вследствие усложнения IT-систем, комплаенс-риски, излишняя взаимозависимость участников, приводящая к операционному и системному рискам.",Анненкова Е.А.
1743441408-17,https://cyberleninka.ru/search?q=%D0%9A%D0%B8%D0%B1%D0%B5%D1%80&page=1,Современные подходы к лучевому лечению метастатического поражения головного мозга,https://cyberleninka.ru/article/n/sovremennye-podhody-k-luchevomu-lecheniyu-metastaticheskogo-porazheniya-golovnogo-mozga,Современные подходы к лучевому лечению метастатического поражения головного мозга,2014,"Развитие химиотерапии привело к существенному прогрессу в терапии злокачественных опухолей, но ее эффективность в отношении метастазов в головной мозг (МГМ) является недостаточной. Фракционированное облучение всего головного мозга (ОВГМ) было стандартным методом лечения МГМ, но обеспечивает ограниченный локальный контроль и, как следствие, неудовлетворительные клинические результаты. Радиохирургия с использованием аппаратов «Гамма Нож», «Кибер Нож» существенно изменила результаты лечения пациентов с МГМ, что позволило сформулировать новые стандарты лечения этой группы больных.Настоящий обзор подводит итог текущих литературных данных радиохирургического лечения МГМ с акцентом на выживаемость и качество жизни, ответа опухоли на лечение и потенциальных комбинациях методов лечения МГМ.",Голанов А.В.
1743441411-18,https://cyberleninka.ru/search?q=%D0%9A%D0%B8%D0%B1%D0%B5%D1%80&page=1,М. БОНХОМ И А. АЛЬФАРО О РАСИЗМЕ В ЦИФРОВОМ ПРОСТРАНСТВЕ В ПЕРИОД COVID-19 В КОНТЕКСТЕ МИГРАЦИИ ЮГ-ЮГ: ПОПЫТКА НАУЧНОГО КОММЕНТАРИЯ,https://cyberleninka.ru/article/n/m-bonhom-i-a-alfaro-o-rasizme-v-tsifrovom-prostranstve-v-period-covid-19-v-kontekste-migratsii-yug-yug-popytka-nauchnogo,М. БОНХОМ И А. АЛЬФАРО О РАСИЗМЕ В ЦИФРОВОМ ПРОСТРАНСТВЕ В ПЕРИОД COVID-19 В КОНТЕКСТЕ МИГРАЦИИ ЮГ-ЮГ: ПОПЫТКА НАУЧНОГО КОММЕНТАРИЯ,2023,"Анализируется статья М. Бонхом и А. Альфаро, посвященная изучению расизма в цифровом пространстве Чили. С распространением COVID-19 мир столкнулся с невиданным ранее кризисом, который вызвал огромные потоки мигрантов по всему земному шару. Рассматривается проблема гаитянских мигрантов, находящихся в Чили, и отношение населения и правительства Чили к ним (речь прежде всего идет о риторике людей в онлайн-пространстве). В период пандемии мигранты стали восприниматься как источник распространения вируса, и негативная, даже враждебная, риторика по отношению к ним перешла в различные социальные сети. Подобное отношение местного населения к мигрантам в статье интерпретируется как расизм; анализируются два основных вида онлайн-расизма: культурный и агрессивный.",Погосбекян Диана Георгиевна
1743441414-19,https://cyberleninka.ru/search?q=%D0%9A%D0%B8%D0%B1%D0%B5%D1%80&page=1,Новые малоинвазивные технологии лечения рака предстательной железы,https://cyberleninka.ru/article/n/novye-maloinvazivnye-tehnologii-lecheniya-raka-predstatelnoy-zhelezy,Новые малоинвазивные технологии лечения рака предстательной железы,2011,,Алексеев Б.Я.
1743441416-20,https://cyberleninka.ru/search?q=%D0%9A%D0%B8%D0%B1%D0%B5%D1%80&page=1,Обеспечение детской безопасности в Интернете: российский опыт и зарубежные инициативы,https://cyberleninka.ru/article/n/obespechenie-detskoy-bezopasnosti-v-internete-rossiyskiy-opyt-i-zarubezhnye-initsiativy,Обеспечение детской безопасности в Интернете: российский опыт и зарубежные инициативы,2012,"Стремительное распространение информационных технологий, рост роли информации в общественной жизни неизбежно выдвигают на первый план проблемы обеспечения безопасности личности, в первую очередь детей, в информационных сферах, в том числе в сети Интернет. Данная статья посвящена правовому аспекту парирования угроз, существующих в Интернет-пространстве и негативно воздействующих на подрастающее поколение. Рассматриваются зарубежные инициативы и российский опыт регулирования сети Интернет.",Хохлова Наталья Игоревна
1743441419-21,https://cyberleninka.ru/search?q=%D0%9A%D0%B8%D0%B1%D0%B5%D1%80&page=1,Правовая регламентация защиты доменов от неправомерных захватов,https://cyberleninka.ru/article/n/pravovaya-reglamentatsiya-zaschity-domenov-ot-nepravomernyh-zahvatov,Правовая регламентация защиты доменов от неправомерных захватов,2010,В данной работе рассмотрены виды и способы не-правомерных захватов доменных имён. Способы противодействия захвату и защиты доменов. Дина-мика и причины развития киберсковоттерсва. Необ-ходимые изменения в гражданском законодательст-ве в целях предотвращения киберсквоттерства.,Александров Александр Алексеевич
1743441422-22,https://cyberleninka.ru/search?q=%D0%9A%D0%B8%D0%B1%D0%B5%D1%80&page=1,От парадигмы культурных исследований к интернет-исследованиям,https://cyberleninka.ru/article/n/ot-paradigmy-kulturnyh-issledovaniy-k-internet-issledovaniyam,От парадигмы культурных исследований к интернет-исследованиям,2011,В статье рассматриваются исторические аналогии между cultural studies и internet studies. Демонстрируется методологическая и концептуальная преемственность cultural studies и internet studies. Критически осмысливается потенциал культурологии как академической дисциплины и ее возможности для проведения междисциплинарных исследований.,Криволап Алексей
1743441424-23,https://cyberleninka.ru/search?q=%D0%9A%D0%B8%D0%B1%D0%B5%D1%80&page=1,ЦИФРОВИЗАЦИЯ ЯЗЫКА В УСЛОВИЯХ «ВЫНУЖДЕННОЙ» МНОГОЗАДАЧНОСТИ: ПРОБЛЕМА ИДЕНТИФИКАЦИИ,https://cyberleninka.ru/article/n/tsifrovizatsiya-yazyka-v-usloviyah-vynuzhdennoy-mnogozadachnosti-problema-identifikatsii,ЦИФРОВИЗАЦИЯ ЯЗЫКА В УСЛОВИЯХ «ВЫНУЖДЕННОЙ» МНОГОЗАДАЧНОСТИ: ПРОБЛЕМА ИДЕНТИФИКАЦИИ,2021,"Стремительное развитие цифровых технологий, в том числе появление социальных медиа, повлекло за собой глубокое изменение коммуникационного ландшафта в ХХ веке. Возможность постоянного доступа к интернету, а также использование приложений для обмена мгновенными сообщениями в режиме онлайн дали толчок для формирования нового цифрового языка, конструирования новой языковой среды. В работе рассматриваются основные тенденции развития языковой среды под влиянием цифровизации общественной жизни.",Николаева Евгения Михайловна
1743441427-24,https://cyberleninka.ru/search?q=%D0%9A%D0%B8%D0%B1%D0%B5%D1%80&page=1,Уровни взаимодействия и ресурсный потенциал системы Интернет и новой исследовательской системы Кибер-Интернет,https://cyberleninka.ru/article/n/urovni-vzaimodeystviya-i-resursnyy-potentsial-sistemy-internet-i-novoy-issledovatelskoy-sistemy-kiber-internet,Уровни взаимодействия и ресурсный потенциал системы Интернет и новой исследовательской системы Кибер-Интернет,2009,"Методология создания электронных оцифрованно-формализованных баз данных одиннадцати сфер познания и науки планеты Земля, а также языка формализаций файл-форма-код моделей (ФФК-моделей), которые вместе формируют новое научное направление прикладная кибернетика. Приведена структура уровней взаимодействия системы Интернет и новой информационно-исследовательской системы Кибер-Интернет, где формируются электронные оцифрованно-формализованные базы данных одиннадцати сфер познания и науки планеты, которые используются для создания автоматизированных систем управления, а также машин-роботов с искусственным интеллектом.",Кондратьев Сергей Владимирович
1743441430-25,https://cyberleninka.ru/search?q=%D0%9A%D0%B8%D0%B1%D0%B5%D1%80&page=1,"СОЦИАЛЬНО-ПОЛИТИЧЕСКИЕ «ВЫЗОВЫ», КИБЕР-ЛИНГВИСТИЧЕСКАЯ БЕЗОПАСНОСТЬ И СОВРЕМЕННЫЕ АКЦЕНТЫ ГОСУДАРСТВЕННОЙ ЯЗЫКОВОЙ ПОЛИТИКИ",https://cyberleninka.ru/article/n/sotsialno-politicheskie-vyzovy-kiber-lingvisticheskaya-bezopasnost-i-sovremennye-aktsenty-gosudarstvennoy-yazykovoy-politiki,"СОЦИАЛЬНО-ПОЛИТИЧЕСКИЕ «ВЫЗОВЫ», КИБЕР-ЛИНГВИСТИЧЕСКАЯ БЕЗОПАСНОСТЬ И СОВРЕМЕННЫЕ АКЦЕНТЫ ГОСУДАРСТВЕННОЙ ЯЗЫКОВОЙ ПОЛИТИКИ",2022,"Статья посвящена некоторым социально-политическим аспектам управления мультисоциомедийным пространством. Вопросы управления мультисоциомедийным ставятся как, своего рода, самоорганизующийся комплекс проблем с акцентом на обеспечение национальной безопасности с учетом возрастающего неоднородного влияния на население глобальных информационно-цифровых технологий, как в России, так и евразийского пространства.",Никитин Александр Всеволодович
1743441432-26,https://cyberleninka.ru/search?q=%D0%9A%D0%B8%D0%B1%D0%B5%D1%80&page=1,ИСПОЛЬЗОВАНИЕ МНОГОМОДЕЛЬНОЙ ПРОГНОЗНОЙ ОЦЕНКИ СОСТОЯНИЯ СИСТЕМ ЭЛЕКТРОСНАБЖЕНИЯ ДЛЯ ОБНАРУЖЕНИЯ КИБЕР-АТАК,https://cyberleninka.ru/article/n/ispolzovanie-mnogomodelnoy-prognoznoy-otsenki-sostoyaniya-sistem-elektrosnabzheniya-dlya-obnaruzheniya-kiber-atak,ИСПОЛЬЗОВАНИЕ МНОГОМОДЕЛЬНОЙ ПРОГНОЗНОЙ ОЦЕНКИ СОСТОЯНИЯ СИСТЕМ ЭЛЕКТРОСНАБЖЕНИЯ ДЛЯ ОБНАРУЖЕНИЯ КИБЕР-АТАК,2021,"ЦЕЛЬ. Интеллектуальные электрические сети предполагают широкое использование информационной инфраструктуры. Такая совокупная киберфизическая система может подвергаться воздействию кибератак. Одним из способов противодействия кибератакам является оценка состояния, позволяющая уточнять показания установленных в сети измерителей параметров электрической сети, а также использовать избыточность измерений для фильтрации поврежденных данных. В частности, при подмене реального измерения фальшивым или сбое в функционировании каналов связи возможно обнаружение ложных данных и их восстановление. Однако существует класс кибератак с вводом неверных данных, направленный на искажение результатов оценки состояния. Целью исследования было разработать алгоритм оценки состояния, сохраняющий высокую точность в условиях кибер-атак.МЕТОДЫ. Авторами предлагается метод прогнозируемой оценки состояния, основанный на многомодельном дискретном следящем оценивании параметра фильтром Калмана. Многомодельная оценка определяется как взвешенная сумма одномодельных оценок, полученных с использованием различных переходных моделей. Обнаружение кибератаки реализуется с помощью инновационного анализа и анализа невязки измерения и оценки. Анализ работы предложенного алгоритма производился с помощью имитационного моделирования на примере 30-ти узловой схемы IEEE в программном комплексе MatLab.РЕЗУЛЬТАТЫ. В статье описана кибер-атака с вводом неверных данных и ее специфика воздействия на оценку состояния. Разработан алгоритм многомодельной прогнозируемой оценки состояния, позволяющий обнаруживать кибер-атаку и восстанавливать искаженные данные. Выполнено моделирование работы алгоритма и доказана его эффективность.ЗАКЛЮЧЕНИЕ. Результаты показали точность обнаружения кибератаки 100% в случае больших внесенных искажений параметров. Использование многомодельной прогнозируемой оценки состояния является эффективным методом защиты от воздействия кибер-атак на энергосистему.",Лукичева И. А.
